@relation velocity

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug numeric

@data
3,2,0,4,7,3,0,4,3,2,18,0,0,0.714286,0.5,0,0,5,1,0.6667,0
2,1,0,4,2,1,2,2,2,2,2,0,0,0,0.666667,0,0,0,1,1,0
5,2,0,11,18,10,4,9,5,2,130,0,0,0.909091,0.4,1,1,25,1,0.6,1
2,1,0,1,10,1,0,1,2,2,42,0,0,0,0.75,0,0,20,4,2,0
6,1,1,5,17,3,3,2,5,0.4,121,1,0,0,0.388889,0,0,18.833333,5,1.8333,1
6,2,0,18,48,13,0,18,5,0.8,325,1,1,0.642857,0.357143,0,0,52,1,0.8333,1
3,1,0,5,3,3,5,0,3,2,3,0,0,0,1,0,0,0,1,1,0
5,2,0,8,13,0,4,6,5,0.25,62,1,0,0.909091,0.433333,0,0,11.2,1,0.6,0
30,1,0,10,60,435,0,10,30,2,133,0,0,0,0.133333,0,0,3.433333,1,0.9667,0
9,1,0,3,29,30,1,2,4,1,465,0.75,0,0,0.236111,0,0,50.222222,17,5.1111,1
9,1,2,26,45,10,2,24,8,0.8,374,0.4,2,0,0.365079,0,0,40,1,0.8889,1
5,1,0,32,5,10,32,0,5,2,5,0,0,0,0.666667,0,0,0,1,1,0
5,2,0,17,38,0,4,15,5,0.416667,310,1,1,0.909091,0.466667,0,0,60.4,1,0.6,0
4,2,0,8,12,6,4,6,4,2,43,0,0,0.9375,0.416667,1,1,9.75,1,0.5,0
4,1,0,2,12,6,2,0,3,1,437,0,0,0,0.375,0,0,106.25,63,23,0
6,1,0,7,20,9,7,0,4,0.7,185,0.25,0,0,0.4,0,0,29.166667,6,2,0
5,2,0,10,11,10,6,6,5,2,31,0,0,0.909091,0.4,1,2,5.2,1,0.6,0
5,2,0,11,18,10,4,9,5,2,129,0,0,0.909091,0.4,1,1,24.8,1,0.6,1
2,1,0,5,2,1,5,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0
11,2,0,9,44,27,0,9,6,0.728571,559,1,0,0.545455,0.285714,1,1,49.181818,5,1.9091,0
10,3,0,7,20,3,5,2,10,0.555556,86,1,0,0.833333,0.38,1,4,7.4,1,0.6,0
5,2,0,27,35,0,13,15,5,0.25,319,1,1,0.818182,0.5,1,1,62.6,1,0.8,1
9,5,0,33,19,0,28,5,9,0.625,204,1,0,0.777778,0.355556,0,0,21.111111,1,0.4444,0
4,2,0,7,24,0,1,6,2,0.333333,126,1,1,0.571429,0.541667,0,0,30.25,2,1,0
1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,0
4,2,0,9,16,2,0,9,4,0.666667,67,0,1,0.727273,0.4375,1,1,15.5,1,0.75,1
6,1,4,12,18,7,4,8,3,0.666667,99,1,1,0,0.416667,0,0,15,4,1.8333,0
0,1,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0
10,1,0,15,81,9,0,15,5,0.747475,659,0.727273,3,0,0.44,0,0,63.8,3,1.2,1
3,1,0,9,3,3,8,1,3,2,3,0,0,0,0.666667,0,0,0,1,1,0
4,1,0,6,4,6,6,0,4,2,4,0,0,0,0.5,0,0,0,1,1,0
5,1,3,6,6,0,5,1,4,0.625,30,1,1,0,0.466667,0,0,4.6,2,1,0
2,1,0,4,5,1,1,3,2,2,20,0,0,0,0.5,0,0,9,4,2,0
3,2,0,3,6,3,0,3,3,2,17,0,0,0.967742,0.533333,0,0,4.666667,1,0.3333,0
1,0,13,59,300,1,12,25,2,220,0,0,0,0.16,0,0,7.8,2,1,1,?
10,1,0,3,40,39,0,3,4,0.962963,470,1,0,0,0.388889,0,0,45.7,8,2.3,0
3,2,0,3,6,3,0,3,3,2,17,0,0,0.967742,0.533333,0,0,4.666667,1,0.3333,0
9,2,0,18,44,6,4,14,9,0.763889,415,1,1,0.529412,0.25,0,0,44.111111,2,1,1
3,2,0,5,6,3,4,3,3,2,17,0,0,0.967742,0.533333,0,0,4.666667,1,0.3333,0
15,1,0,17,28,29,9,10,15,0.690476,371,0.833333,0,0,0.177778,0,0,23.333333,7,1.8667,0
7,3,0,13,31,9,0,13,5,0.5,298,1,0,0.625,0.428571,0,0,41.285714,1,0.8571,1
7,1,0,8,20,11,0,8,6,0.5,91,0.333333,0,0,0.5,0,0,11.571429,2,1.1429,0
5,2,0,8,12,0,4,6,5,0.25,54,1,0,0.909091,0.433333,0,0,9.6,1,0.6,0
19,1,2,25,22,129,22,4,19,0.916667,130,1,2,0,0.203008,0,0,5.315789,3,1.0526,1
12,3,0,8,30,64,1,7,11,1,93,1,0,0.920455,0.606061,1,2,6.583333,1,0.5833,0
5,1,0,3,19,2,0,3,3,0.666667,157,1,1,0,0.333333,0,0,29.8,3,1,0
3,2,0,2,6,3,0,2,1,2,12,0,0,0.714286,0.666667,1,2,3,1,0.6667,0
6,2,0,8,20,15,0,8,5,1,88,0,0,0.705882,0.416667,1,2,13.5,2,1,0
0,1,0,5,0,0,5,0,0,2,60,0,0,0,0,0,0,0,0,0,1
1,1,0,3,1,0,2,1,1,2,1,0,0,0,1,0,0,0,1,1,0
5,3,0,14,36,8,0,14,5,0.75,322,1,0,0.714286,0.44,1,1,63.2,1,0.8,1
4,1,0,15,4,6,14,1,4,1.333333,14,0,0,0,0.55,0,0,0,1,1,1
5,1,0,10,39,10,1,9,2,0.75,344,0,0,0,0.3,0,0,67.6,4,1.4,1
1,1,0,2,1,0,2,0,0,2,352,0,0,0,0,0,0,276,0,0,1
3,2,0,2,14,0,1,1,3,0,42,1,0,0.666667,0.555556,0,0,12.666667,1,0.6667,0
1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,0
2,2,0,2,4,1,0,2,2,2,10,0,0,0.888889,0.666667,0,0,4,1,0.5,0
2,1,0,8,2,1,7,1,2,2,7,0,0,0,0.625,0,0,0,1,1,1
62,1,0,42,165,1423,3,39,48,0.827512,1691,0.608696,7,0,0.135484,0,0,25.903226,6,1.3226,1
3,5,0,2,6,3,1,1,3,1.5,17,1,0,1,0.777778,0,0,4.333333,0,0,0
3,3,0,9,14,3,4,6,3,2,48,0,0,0.972222,0.533333,2,2,15,3,1,0
5,2,0,11,18,10,4,9,5,2,130,0,0,0.909091,0.4,1,1,25,1,0.6,1
4,1,0,1,25,6,0,1,2,2,145,0,0,0,0.875,0,0,35.25,2,1,0
1,1,0,2,1,0,2,0,0,2,211,0,0,0,0,0,0,168,0,0,1
4,2,0,8,12,6,4,6,4,2,67,0,0,0.9375,0.416667,1,1,15.75,1,0.5,0
5,2,0,9,10,10,5,6,5,2,39,0,0,0.909091,0.4,1,2,6.8,1,0.6,0
3,1,0,9,3,3,6,3,3,2,3,0,0,0,0.933333,0,0,0,1,1,1
3,1,0,4,8,1,3,1,0,0.5,45,1,0,0,0.5,0,0,13.666667,2,0.6667,0
5,2,1,9,24,4,2,7,3,0.25,124,1,1,0.571429,0.457143,0,0,23.6,2,0.8,0
4,3,0,7,26,6,1,6,2,1,132,0,0,0.777778,0.583333,2,2,31.75,4,1.25,0
3,1,0,3,3,3,2,1,3,2,3,0,0,0,0.833333,0,0,0,1,1,0
3,1,0,2,13,1,2,0,2,0.5,95,1,0,0,0.5,0,0,30.333333,4,1.3333,1
3,5,0,38,6,3,37,1,3,1.5,17,1,0,1,0.777778,0,0,4.333333,0,0,0
28,1,0,11,54,24,3,8,28,0.679012,198,0,3,0,0.178571,0,0,5.964286,2,1.0357,1
4,1,0,6,18,0,0,6,4,0.333333,74,0,1,0,0.5,0,0,17,3,1.25,0
3,1,0,5,12,0,0,5,3,0.875,61,0.75,1,0,0.555556,0,0,18,4,1.6667,1
28,1,3,8,55,0,3,5,28,0,162,1,1,0,0.178571,0,0,4.75,1,0.9643,1
1,1,0,6,2,0,6,0,1,2,6,0,0,0,1,0,0,3,0,0,0
6,2,0,9,15,11,3,8,5,0.8,73,1,0,0.909091,0.4,0,0,10.833333,4,1,1
2,2,2,6,6,1,2,4,1,2,19,0,0,0.9,0.75,0,0,8.5,2,1,0
18,2,0,4,36,0,1,3,13,0.791444,375,0.545455,5,0.375,0.226891,1,2,19.222222,1,0.8333,0
4,2,0,6,7,6,4,4,4,2,20,0,0,0.9375,0.416667,0,0,4,1,0.5,0
6,2,0,6,9,13,4,4,5,0.8,28,1,0,0.909091,0.4,0,0,3.5,1,0.5,0
3,2,0,4,8,3,1,3,3,2,23,0,0,0.984615,0.5,1,1,6.666667,1,0.3333,0
7,2,0,16,36,9,4,14,5,0.604167,271,0.875,3,0.857143,0.326531,1,1,36.571429,1,0.7143,0
7,2,5,16,23,9,5,11,6,0.5,163,1,0,0.857143,0.387755,1,1,22.142857,1,0.7143,0
0,1,0,16,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3,1,0,4,3,3,2,2,3,2,3,0,0,0,0.555556,0,0,0,1,1,0
24,1,0,2,36,0,1,1,21,0.508152,1008,0.6875,0,0,0.3125,0,0,40.333333,7,1.5,0
3,2,0,3,6,3,0,3,3,2,17,0,0,0.967742,0.533333,0,0,4.666667,1,0.3333,0
6,1,0,7,24,0,1,6,6,0.4,91,1,1,0,0.458333,0,0,13.833333,2,1,0
9,2,0,9,26,24,1,9,5,0.85,119,1,2,0.529412,0.296296,0,0,11.666667,2,1,1
40,1,0,73,40,780,63,16,40,2,40,0,0,0,0.1875,0,0,0,1,1,1
6,3,0,7,12,0,1,6,6,0,98,1,2,0.736842,0.527778,0,0,15,1,0.8333,1
4,1,0,1,16,0,1,0,4,0.444444,77,1,0,0,0.625,0,0,17.5,2,1.25,0
17,1,0,5,17,136,3,2,17,2,17,0,0,0,0.210084,0,0,0,1,1,1
15,4,0,22,89,51,1,22,11,0.826531,776,0.857143,1,0.847826,0.373333,2,2,49.8,5,1.4667,0
0,1,0,67,0,0,64,4,0,2,0,0,0,0,0,0,0,0,0,0,0
4,1,0,6,10,6,1,5,4,2,34,0,0,0,0.5,0,0,7.5,1,0.75,0
5,2,0,9,13,8,4,7,5,0.75,41,1,0,0.909091,0.4,0,0,7,1,0.6,1
25,1,0,54,25,300,47,7,25,2,25,0,0,0,0.24,0,0,0,1,1,1
3,1,0,6,3,3,2,4,3,1.5,5,0,0,0,0.583333,0,0,0,1,1,1
7,1,0,2,14,0,0,2,7,0.416667,63,1,0,0,0.857143,0,0,7.714286,1,0.8571,0
